"AF3","F7","F3","FC5","T7","P7","O1","O2","P8","T8","FC6","F4","F8","AF4","eyeDetection"
-0.511640549018766,-1.234144580988152,-0.7229007076281014,-1.157274575851594,-1.9044360514134948,-0.21619490359565152,0.7092787520945493,0.21252197894515645,0.8606811627257767,-0.2681699396735021,-0.6254504232664577,0.4135634434910635,-1.116264889963274,-0.24613733291977866,0
-0.46362553101213316,-1.2145967533270547,-0.28266092130330606,-0.9132315534426806,-1.6082087799847797,-0.043070078450707906,1.030935723815012,0.6029532366815947,1.085333534013513,0.603709400777288,0.0,0.6545849957853838,-0.7084471844777996,0.03296767918170644,0
-0.30399118543161097,-1.1183612940724215,0.1888493790919853,-0.7612242207499881,-1.1849090857147855,0.5632890652276508,1.0636040100053712,0.6742553989986885,0.7111560454725587,1.0066183833111793,0.14866788148212184,0.6545849957853838,-0.42917160998211673,0.3120726912832206,0
-0.3516944176070534,-1.0604696506145563,-0.15696571768687317,-0.8829488426328,-1.1849090857147855,0.5202189867769429,0.8053989018469393,0.3191290954192816,0.1502545080690368,0.3688971853070344,-0.297916496876243,0.20678172174553175,-0.6870932799811574,-0.04929148149498958,0
-0.44772445362031904,-1.1567051098691896,-0.8485959112445344,-0.8829488426328,-1.6502912057309365,-0.26010949338847145,0.7092787520945493,-0.31982134942243845,-0.33624916611578565,-0.2348122154702536,-0.5958329937524333,0.0,-1.009076663470163,-0.3280764190413345,0
-0.4798383942351377,-1.2145967533270547,-0.9117500867201425,-0.8829488426328,-1.6502912057309365,-0.17312482514494362,1.0636040100053712,-0.284516395265407,0.18745343967838657,-0.20080041824333733,-0.47678254178438867,0.20678172174553175,-0.9445962459704123,-0.03264760462653717,0
-0.3679072808300579,-0.9642341913599232,-0.3770856108492987,-0.6394995988672301,-1.1007442342225466,0.6933438119218865,1.289140831973444,0.5676482825245633,1.309256514485364,0.16809676706369708,0.0,0.5854339654614065,-0.5581324449816562,0.27910501210151417,0
-0.11193111340507976,-0.578540514815947,0.0631541754755524,-0.15200733269269254,-0.7616093914447912,0.9095387155174612,1.0956440599228536,0.8161674696298451,1.4967099541637507,0.7718061678409256,0.2973357629641909,1.1359567311475631,-0.2575029659892929,0.3613641727782102,0
-0.06391609539844695,-0.6364321582738122,-0.06254102814088051,-0.0914419110729314,-1.1007442342225466,0.3031795718391794,1.030935723815012,0.42573621189340677,0.7111560454725587,0.9058911376777065,0.05923485902804902,1.1017169005987746,-0.30062947899236325,0.18052204911153502,0
-0.3516944176070534,-1.0412977427161638,-0.565934989941284,-0.7612242207499881,-1.9044360514134948,-0.3031795718391794,0.9348155740626222,0.2838241412622502,0.44930474257547265,0.6377211980041448,-0.2084834744221702,0.3444124131670862,-0.5367785404849759,0.0,0
-0.44772445362031904,-1.137533201970797,-0.8798664253149746,-1.004673464515612,-2.1156733257470126,-0.47630439698412297,0.7733588519294855,0.14191207063109362,0.7483549770818422,0.603709400777288,0.05923485902804902,0.13763069142155446,-0.5581324449816562,0.21348972829324148,0
-0.25597616742497814,-0.9642341913599232,-0.5972055040117242,-0.6394995988672301,-1.7352812028260587,-0.34624965028988725,0.8701072379547807,-0.17790927879128185,0.5988298598286906,0.7718061678409256,0.38676878541826376,0.6196737960101951,-0.3864638009887942,0.3447202959097869,0
-0.2718772448167923,-0.9063425479020409,-0.565934989941284,-0.6697823096770567,-1.693198777079902,-0.34624965028988725,0.8380671880372983,-0.284516395265407,-0.07439786321869953,0.3355394611037264,0.17828531099614636,0.5162829351374292,-0.47229812298522517,0.04929148149498958,0
-0.4957394716269518,-1.0796415585129318,-0.943020600790527,-1.004673464515612,-1.5661263542386228,-0.21619490359565152,0.8701072379547807,-0.07130216231715669,-0.03719893160934976,0.034011797226916274,-0.297916496876243,0.034239830548788576,-0.7084471844777996,-0.016323802313283144,0
-0.4798383942351377,-0.9834060992582986,-0.6916301935577169,-0.8829488426328,-1.2269915114609422,-0.08614015690141581,0.8053989018469393,-0.14260432463425043,0.4121058109661229,0.3021817369004184,-0.3281146603022668,0.13763069142155446,-0.7511549934711603,0.22981353060652462,0
-0.20796114941834537,-0.6556040661722048,-0.09381154221132078,-0.42633306591148673,-1.1007442342225466,-0.043070078450707906,0.4837419301264763,-0.4264284658965636,-0.07439786321869953,0.1007272456334728,-0.059815592940048325,0.7573044874316884,-0.5581324449816562,0.41033557971803053,0
0.07981717279023275,-0.5206488713580819,0.2520035545675377,-0.0914419110729314,-0.8886818142860703,0.4332343185334151,0.7413188020120031,0.0,0.11232618564386816,0.034011797226916274,0.17828531099614636,1.170867930922813,-0.21437645298622257,0.6401491103245551,0
0.20764936358712666,-0.5398207792564573,0.34642824411353035,0.030282710809880566,-0.6774445399525525,0.9526087939681691,1.192392445948149,0.7808625154728136,1.1225324656227964,0.4029089825338912,0.4169669488443404,1.2393475920203292,-0.04270780899336063,0.623825308011272,0
0.1437332681886797,-0.5398207792564573,0.2201198931623698,0.06115920026305083,-0.9736718113812676,0.7364138903725944,1.0956440599228536,0.5676482825245633,0.7111560454725587,0.2688240126971699,0.14866788148212184,0.8606953483044544,-0.30062947899236325,0.3283964935965038,0
0.0957182501820469,-0.48230505556131387,0.31454458270836244,0.06115920026305083,-0.9736718113812676,0.6063591436783587,0.9988956738975584,0.0,-0.07439786321869953,0.0,-0.14924861539412115,0.7573044874316884,-0.4509442184885449,0.49259474039475565,0
0.1599461314116842,-0.5398207792564573,0.31454458270836244,0.030282710809880566,-0.9307642400322272,0.6063591436783587,1.3211808818908979,0.2838241412622502,0.673957113863209,0.3021817369004184,0.3275339263902675,1.274258791795579,-0.17166864399286194,0.7716997524962408,0
0.1599461314116842,-0.6747759740705803,0.15757886502154503,-0.06115920026305083,-1.2269915114609422,-0.043070078450707906,0.9348155740626222,0.3904312577363753,0.9730073483696449,0.7044366464107609,0.4169669488443404,1.2051077614715406,-0.21437645298622257,0.5908576288295656,0
0.1119311134050514,-0.578540514815947,0.34642824411353035,0.1828838221458628,-1.1849090857147855,-0.38931972874051834,0.354325257910822,-0.07130216231715669,0.0751272540345184,0.3021817369004184,-0.3281146603022668,0.8606953483044544,-0.6008402539749786,0.42697945658648295,0
0.2397633042019453,-0.38569367654395903,0.5978186513463961,0.0914419110729314,-0.8886818142860703,0.26010949338847145,0.8701072379547807,0.03530495415696846,0.1502545080690368,0.0,-0.41696694884428753,1.0332372395012586,-0.5367785404849759,0.4433032588997661,0
0.28777832220857813,-0.5398207792564573,0.28327406863797794,-0.6092168880573495,-0.9307642400322272,0.7364138903725944,1.2564725457830852,0.5676482825245633,0.8606811627257767,0.2688240126971699,0.08885228854207353,1.1017169005987746,-0.3433372879857239,0.49259474039475565,0
0.3357933402152109,-0.6168843306127151,-0.03127051407044026,-0.6092168880573495,-0.8465993885399885,0.8233985586161222,1.1276841098403074,0.7808625154728136,0.93507902594441,0.536993952370672,0.2381009039361947,0.8606953483044544,-0.47229812298522517,0.7387320733145343,0
0.39970943561365785,-0.38569367654395903,0.09442468954599265,0.15200733269269254,-0.5924545428573552,0.8664686370668302,1.2564725457830852,0.46104116605043816,0.9730073483696449,0.7384484436376176,0.4465843783583649,0.8264555177557268,-0.2788568704859732,0.8536388386177967,0
