"AF3","F7","F3","FC5","T7","P7","O1","O2","P8","T8","FC6","F4","F8","AF4","eyeDetection"
-0.6208674122274823,1.729727140644908,0.5487489287740627,2.077950613682632,3.0081278873776673,2.5234342406786476,1.5483676309582746,0.7095424729385492,-0.1882393175095262,-0.22717075545939217,-0.5710795926881094,0.03807767753397314,-0.27025511670868324,-1.2961620290914442,0
-0.9710366327237744,1.3260616735864947,-0.25617797845241447,1.5220802764876726,2.3719679111950915,1.9373859682090582,1.3394155415933227,0.580591934860221,-0.046830269234093135,-0.6806283334776173,-0.9738478834027381,-0.8802663100497055,-0.736972286343854,-1.5765702045549714,0
-1.00301130445351,1.40289679034321,-0.25617797845241447,1.5220802764876726,2.5421613593685737,1.712455896616499,1.0463928850229225,0.6774620951727532,1.1771844148643205,0.18120624462717821,-0.9063923810554227,-0.8802663100497055,-0.540510233417323,-1.4187765662307985,0
-0.8757334849468649,1.5565670238566232,0.0,1.6390755733305673,3.1774951537639566,2.2080049605938066,1.4651132828519262,0.96744354909532,1.4600025114151864,0.7699055564402872,-0.4702237930620037,-0.5360739699878168,-0.024437962681113378,-1.2961620290914442,0
-0.7642877844520273,1.4415017514453512,-0.14628547516085655,1.4924034207031114,3.558364957686234,2.8388635207634887,2.0511585959926895,0.8384930110169346,0.8484542896525983,0.31733191132270167,-0.4027682907146883,-0.6891313012517746,-0.14758612756430434,-1.2787432508348717,0
-0.7323131127223199,1.5760569071314947,-0.10989250329155793,1.4050849796447782,3.601326410623276,2.8388635207634887,1.88383368068093,0.7743322554852856,1.3185934631397533,0.18120624462717821,-0.5710795926881094,-0.8041109549817591,-0.3934032815918742,-1.2787432508348717,0
-0.7642877844520273,1.7683321017470666,0.03639297186929861,1.6093987175460058,3.3889976912999447,2.2080049605938066,1.4651132828519262,0.8064126332511388,1.5545812904565264,0.4985381559498799,-0.6719353923142152,-0.7272089787857476,-0.3934032815918742,-1.401357787974226,0
-0.7642877844520273,1.6528920238882099,-0.14628547516085655,1.4050849796447782,2.838760620991378,2.02788517670134,1.799763113475482,0.580591934860221,0.8484542896525983,0.13524173379488386,-0.6378801872456306,-0.8041109549817591,-0.49163430805513975,-1.559151426298399,0
-0.7642877844520273,1.5760569071314947,-0.07349953142225932,0.877750080704181,2.7957991680544114,2.477745319886378,2.3441812525630894,0.7095424729385492,0.8484542896525983,0.04508057793165475,-0.503624090340794,-0.6510536237178014,-0.6387412598805885,-1.4187765662307985,0
-0.7481452317341275,1.6142870627860513,-0.18267844703015515,0.7607547838612865,3.1774951537639566,2.477745319886378,2.0095314219394966,1.0322333316419994,1.3185934631397533,0.36241248925435643,-0.4702237930620037,-0.38301663872392694,-0.4667171696351708,-1.3661786867894075,0
-0.81178414148745,1.4992217903747966,-0.8049269072264771,0.790431639645796,3.0502631585274416,2.1175057521015246,1.5483676309582746,0.8705733887827878,1.1771844148643205,0.0901611558633095,-0.6378801872456306,-0.6510536237178014,-0.3934032815918742,-1.559151426298399,0
-1.050818095195025,1.3451767514137816,-1.1709973889704495,0.7025424898223631,2.584296630518348,2.162316039801537,1.5483676309582746,0.48372177454768867,0.377396875592206,-0.1820901775277374,-0.8395917864979016,-1.1102256175096747,-0.5160722707362532,-1.559151426298399,0
-1.050818095195025,1.3069465957592248,-1.1346044171012157,0.6146533399989302,2.668567172817896,2.162316039801537,1.3810427156464782,0.289981453922624,0.047748509807246785,-0.0910450887638687,-0.7053356895930055,-1.1102256175096747,-0.49163430805513975,-1.4187765662307985,0
-0.7959520224756425,1.3451767514137816,-0.9883189419403593,0.4388750403520646,2.838760620991378,2.343314456786181,1.088020059076115,0.48372177454768867,0.6124664623358254,-0.1820901775277374,-0.5710795926881094,-0.766033277447786,-0.31961021780972204,-1.2613244725783306,0
-0.7164809937105123,1.4220118681704796,-0.402463453613271,0.3806627463131931,2.668567172817896,2.3881247444862734,1.1304634522283705,0.7416228507044023,0.942114828120701,-0.0910450887638687,-0.503624090340794,-0.3441923400618207,-0.1720240902454177,-1.016095398299622,0
-0.6845063219808049,1.4220118681704796,0.07349953142225932,0.7025424898223631,2.626431901668122,1.6667669758243093,1.2137178003347189,0.3868516142351563,0.2828180965508661,0.588699311813109,-0.2685121938097922,-0.45917199379180534,-0.04935510110103879,-0.8934808611602676,0
-0.6050352932156747,1.4797319070999249,-0.03639297186929861,0.8486439336847194,2.753663896904637,1.712455896616499,1.2977883675401298,0.2579010761567709,0.2828180965508661,0.40749306718593076,-0.16765639418368644,-0.3061146625278476,-0.04935510110103879,-0.9283184176734124,0
-0.6686742029689973,1.5951719849587815,0.03639297186929861,0.7316486368418248,3.0081278873776673,2.7483643122711268,1.8413902875286747,1.0001529538762033,1.4600025114151864,0.22628682255883295,-0.10085579962610573,0.19113500879793088,-0.09823102646326555,-0.963497518858231,0
-0.6528420839571898,1.5565670238566232,0.18267844703009026,0.8195377866652577,2.9230311632909265,2.793174599971219,1.8413902875286747,1.3222147855646234,1.4131722421810933,0.9060312231358106,0.06745550234731537,0.1149796537299846,0.0,-0.8234642034623042,0
-0.5094217117326447,1.4797319070999249,0.03639297186929861,0.7607547838612865,2.457064635281833,1.9373859682090582,1.256161193486974,0.8384930110169346,0.4710574140603923,0.8609506452041559,-0.06680059455758072,-0.3441923400618207,0.24581715402756987,-0.70084966632295,0
-0.5888927404977748,1.4415017514453512,0.14628547516085655,0.6437594870183919,2.2026006448088022,1.846886759716776,1.172090626281526,0.6126723126260168,0.6592967315698349,0.4525736451175855,-0.4027682907146883,-0.42109431625783217,-0.14758612756430434,-0.9809162971148033,0
-0.7959520224756425,1.2492265568297967,0.14628547516085655,0.790431639645796,2.3719679111950915,2.2528152482938992,1.2977883675401298,0.7416228507044023,1.1771844148643205,0.36241248925435643,-0.6719353923142152,-0.26803698499394235,-0.8845584139081584,-1.2787432508348717,0
-0.8279266942053499,1.1529015567982097,-0.3660704817439724,0.5855471929795205,2.3719679111950915,2.2976255359939115,1.256161193486974,0.7743322554852856,0.8952845588866915,0.31733191132270167,-0.6044798899668997,-0.5360739699878168,-0.4178412442729876,-0.8934808611602676,0
-0.8437588132171575,1.0569513622142248,-0.47596298503553036,0.05878300280397117,1.9910981072728144,2.2528152482938992,1.4651132828519262,1.0963940871737055,1.1771844148643205,0.6797444005770581,0.0,-0.45917199379180534,0.7863273874448928,-0.4556205920442724,0
-0.90739772297048,0.7496108951873983,-0.10989250329155793,0.05878300280397117,1.9910981072728144,2.2976255359939115,1.6740653722168783,1.1932642474862378,1.3185934631397533,0.8158700672725816,0.36936799343583837,0.03807767753397314,0.8845584139081584,-0.5082184714856633,0
-0.7164809937105123,0.8455610897713832,0.14628547516085655,0.6146533399989302,2.3719679111950915,2.0726954644014324,1.506740456905119,0.4195610190159824,0.32964836578495926,0.4525736451175855,0.06745550234731537,0.0,0.49163430805513975,-0.5082184714856633,0
-0.4774470400029373,1.2874567124843532,0.14628547516085655,0.8486439336847194,2.499199906431607,1.8925756805089657,1.256161193486974,-0.16165994285921154,0.2828180965508661,0.4985381559498799,0.23511189653100184,-0.03807767753390523,0.7125343236627406,-0.385603934346309,0
